"Ukazatel","IndicatorType","Území","Uz0","Měsíce","CasM","Hodnota"
"S  Eidamská cihla [kg]","613706","Česko","CZ","prosinec 2018","2018-12","144.73"
"S  Eidamská cihla [kg]","613706","Česko","CZ","leden 2019","2019-01","142.49"
"S  Eidamská cihla [kg]","613706","Česko","CZ","únor 2019","2019-02","139.78"
"S  Eidamská cihla [kg]","613706","Česko","CZ","březen 2019","2019-03","142.38"
"S  Eidamská cihla [kg]","613706","Česko","CZ","duben 2019","2019-04","139.72"
"S  Eidamská cihla [kg]","613706","Česko","CZ","květen 2019","2019-05","144.81"
"S  Eidamská cihla [kg]","613706","Česko","CZ","červen 2019","2019-06","142.97"
"S  Eidamská cihla [kg]","613706","Česko","CZ","červenec 2019","2019-07","140.82"
"S  Eidamská cihla [kg]","613706","Česko","CZ","srpen 2019","2019-08","142.08"
"S  Eidamská cihla [kg]","613706","Česko","CZ","září 2019","2019-09","146.78"
"S  Eidamská cihla [kg]","613706","Česko","CZ","říjen 2019","2019-10","148.31"
"S  Eidamská cihla [kg]","613706","Česko","CZ","listopad 2019","2019-11","149.58"
"S  Eidamská cihla [kg]","613706","Česko","CZ","prosinec 2019","2019-12","146.57"
"S  Eidamská cihla [kg]","613706","Česko","CZ","leden 2020","2020-01","147.44"
"S  Eidamská cihla [kg]","613706","Česko","CZ","únor 2020","2020-02","153.48"
"S  Eidamská cihla [kg]","613706","Česko","CZ","březen 2020","2020-03","155.03"
"S  Eidamská cihla [kg]","613706","Česko","CZ","duben 2020","2020-04","149.87"
"S  Eidamská cihla [kg]","613706","Česko","CZ","květen 2020","2020-05","151.5"
"S  Eidamská cihla [kg]","613706","Česko","CZ","červen 2020","2020-06","152.83"
"S  Eidamská cihla [kg]","613706","Česko","CZ","červenec 2020","2020-07","143.35"
"S  Eidamská cihla [kg]","613706","Česko","CZ","srpen 2020","2020-08","146.18"
"S  Eidamská cihla [kg]","613706","Česko","CZ","září 2020","2020-09","147.2"
"S  Eidamská cihla [kg]","613706","Česko","CZ","říjen 2020","2020-10","150.34"
"S  Eidamská cihla [kg]","613706","Česko","CZ","listopad 2020","2020-11","150.94"
"S  Eidamská cihla [kg]","613706","Česko","CZ","prosinec 2020","2020-12","144.97"
"S  Eidamská cihla [kg]","613706","Česko","CZ","leden 2021","2021-01","147.93"
"S  Eidamská cihla [kg]","613706","Česko","CZ","únor 2021","2021-02","153.8"
"S  Eidamská cihla [kg]","613706","Česko","CZ","březen 2021","2021-03","151.59"
"S  Eidamská cihla [kg]","613706","Česko","CZ","duben 2021","2021-04","142.48"
"S  Eidamská cihla [kg]","613706","Česko","CZ","květen 2021","2021-05","147.8"
"S  Eidamská cihla [kg]","613706","Česko","CZ","červen 2021","2021-06","154.46"
"S  Eidamská cihla [kg]","613706","Česko","CZ","červenec 2021","2021-07","152.54"
"S  Eidamská cihla [kg]","613706","Česko","CZ","srpen 2021","2021-08","148.21"
"S  Eidamská cihla [kg]","613706","Česko","CZ","září 2021","2021-09","151.48"
"S  Eidamská cihla [kg]","613706","Česko","CZ","říjen 2021","2021-10","154.28"
"S  Eidamská cihla [kg]","613706","Česko","CZ","listopad 2021","2021-11","149.44"
"S  Eidamská cihla [kg]","613706","Česko","CZ","prosinec 2021","2021-12","163.15"
"S  Eidamská cihla [kg]","613706","Česko","CZ","leden 2022","2022-01","168.85"
"S  Eidamská cihla [kg]","613706","Česko","CZ","únor 2022","2022-02","172.16"
"S  Eidamská cihla [kg]","613706","Česko","CZ","březen 2022","2022-03","185.24"
"S  Eidamská cihla [kg]","613706","Česko","CZ","duben 2022","2022-04","185.49"
"S  Eidamská cihla [kg]","613706","Česko","CZ","květen 2022","2022-05","186.83"
"S  Eidamská cihla [kg]","613706","Česko","CZ","červen 2022","2022-06","198.69"
"S  Eidamská cihla [kg]","613706","Česko","CZ","červenec 2022","2022-07","198.16"
"S  Eidamská cihla [kg]","613706","Česko","CZ","srpen 2022","2022-08","210.58"
"S  Eidamská cihla [kg]","613706","Česko","CZ","září 2022","2022-09","211.82"
"S  Eidamská cihla [kg]","613706","Česko","CZ","říjen 2022","2022-10","211.26"
"S  Eidamská cihla [kg]","613706","Česko","CZ","listopad 2022","2022-11","219.21"
"S  Eidamská cihla [kg]","613706","Česko","CZ","prosinec 2022","2022-12","219.36"
"S  Eidamská cihla [kg]","613706","Česko","CZ","leden 2023","2023-01","225.26"
"S  Eidamská cihla [kg]","613706","Česko","CZ","únor 2023","2023-02","220.56"
"S  Eidamská cihla [kg]","613706","Česko","CZ","březen 2023","2023-03","218.86"
"S  Eidamská cihla [kg]","613706","Česko","CZ","duben 2023","2023-04","201.31"
"S  Eidamská cihla [kg]","613706","Česko","CZ","květen 2023","2023-05","210.13"
"S  Eidamská cihla [kg]","613706","Česko","CZ","červen 2023","2023-06","190.5"
"S  Eidamská cihla [kg]","613706","Česko","CZ","červenec 2023","2023-07","193.47"
"S  Eidamská cihla [kg]","613706","Česko","CZ","srpen 2023","2023-08","192.08"
"S  Eidamská cihla [kg]","613706","Česko","CZ","září 2023","2023-09","197.62"
"S  Eidamská cihla [kg]","613706","Česko","CZ","říjen 2023","2023-10","188.85"
"S  Eidamská cihla [kg]","613706","Česko","CZ","listopad 2023","2023-11","191.21"
"S  Eidamská cihla [kg]","613706","Česko","CZ","prosinec 2023","2023-12","187.99"
"S  Eidamská cihla [kg]","613706","Česko","CZ","leden 2024","2024-01","182.78"
"S  Eidamská cihla [kg]","613706","Česko","CZ","únor 2024","2024-02","188.93"
"S  Eidamská cihla [kg]","613706","Česko","CZ","březen 2024","2024-03","178.09"
"S  Eidamská cihla [kg]","613706","Česko","CZ","duben 2024","2024-04","186.68"
"S  Eidamská cihla [kg]","613706","Česko","CZ","květen 2024","2024-05","183.63"
"S  Eidamská cihla [kg]","613706","Česko","CZ","červen 2024","2024-06","189.39"
"S  Eidamská cihla [kg]","613706","Česko","CZ","červenec 2024","2024-07","186.7"
"S  Eidamská cihla [kg]","613706","Česko","CZ","srpen 2024","2024-08","187.77"
"S  Eidamská cihla [kg]","613706","Česko","CZ","září 2024","2024-09","185.58"
"S  Eidamská cihla [kg]","613706","Česko","CZ","říjen 2024","2024-10","193.72"
"S  Eidamská cihla [kg]","613706","Česko","CZ","listopad 2024","2024-11","195.08"
"S  Eidamská cihla [kg]","613706","Česko","CZ","prosinec 2024","2024-12","188.29"
"S  Eidamská cihla [kg]","613706","Česko","CZ","leden 2025","2025-01","201.51"
"S  Eidamská cihla [kg]","613706","Česko","CZ","únor 2025","2025-02","201.01"
"S  Eidamská cihla [kg]","613706","Česko","CZ","březen 2025","2025-03","199.21"
"S  Eidamská cihla [kg]","613706","Česko","CZ","duben 2025","2025-04","199.74"
"S  Eidamská cihla [kg]","613706","Česko","CZ","květen 2025","2025-05","211.7"
"S  Eidamská cihla [kg]","613706","Česko","CZ","červen 2025","2025-06","199.3"
"S  Eidamská cihla [kg]","613706","Česko","CZ","červenec 2025","2025-07","203.46"
"S  Eidamská cihla [kg]","613706","Česko","CZ","srpen 2025","2025-08","205.74"
"S  Eidamská cihla [kg]","613706","Česko","CZ","září 2025","2025-09","204.57"
"S  Eidamská cihla [kg]","613706","Česko","CZ","říjen 2025","2025-10","200.29"
"S  Eidamská cihla [kg]","613706","Česko","CZ","listopad 2025","2025-11","208.79"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","leden 2013","2013-01","2.168"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","únor 2013","2013-02","2.102"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","březen 2013","2013-03","2.025"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","duben 2013","2013-04","1.854"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","květen 2013","2013-05","1.677"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","červen 2013","2013-06","1.557"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","červenec 2013","2013-07","1.568"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","srpen 2013","2013-08","1.517"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","září 2013","2013-09","1.533"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","říjen 2013","2013-10","1.665"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","listopad 2013","2013-11","1.776"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","prosinec 2013","2013-12","1.824"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","leden 2014","2014-01","1.866"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","únor 2014","2014-02","1.858"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","březen 2014","2014-03","1.875"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","duben 2014","2014-04","1.875"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","květen 2014","2014-05","1.777"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","červen 2014","2014-06","1.662"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","červenec 2014","2014-07","1.661"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","srpen 2014","2014-08","1.694"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","září 2014","2014-09","1.746"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","říjen 2014","2014-10","1.953"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","listopad 2014","2014-11","2.029"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","prosinec 2014","2014-12","2.088"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","leden 2015","2015-01","2.08"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","únor 2015","2015-02","2.011"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","březen 2015","2015-03","1.975"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","duben 2015","2015-04","1.851"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","květen 2015","2015-05","1.724"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","červen 2015","2015-06","1.72"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","červenec 2015","2015-07","1.754"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","srpen 2015","2015-08","1.83"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","září 2015","2015-09","1.812"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","říjen 2015","2015-10","1.926"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","listopad 2015","2015-11","1.957"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","prosinec 2015","2015-12","1.973"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","leden 2016","2016-01","1.922"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","únor 2016","2016-02","1.795"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","březen 2016","2016-03","1.8"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","duben 2016","2016-04","1.739"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","květen 2016","2016-05","1.605"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","červen 2016","2016-06","1.488"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","červenec 2016","2016-07","1.467"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","srpen 2016","2016-08","1.402"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","září 2016","2016-09","1.593"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","říjen 2016","2016-10","1.656"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","listopad 2016","2016-11","1.72"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","prosinec 2016","2016-12","1.89"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","leden 2017","2017-01","1.936"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","únor 2017","2017-02","1.934"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","březen 2017","2017-03","1.983"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","duben 2017","2017-04","1.955"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","květen 2017","2017-05","1.859"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","červen 2017","2017-06","1.803"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","červenec 2017","2017-07","1.704"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","srpen 2017","2017-08","1.706"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","září 2017","2017-09","1.809"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","říjen 2017","2017-10","2.054"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","listopad 2017","2017-11","2.907"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","prosinec 2017","2017-12","3.033"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","leden 2018","2018-01","2.579"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","únor 2018","2018-02","1.97"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","březen 2018","2018-03","1.935"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","duben 2018","2018-04","1.82"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","květen 2018","2018-05","1.763"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","červen 2018","2018-06","1.686"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","červenec 2018","2018-07","1.7"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","srpen 2018","2018-08","1.735"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","září 2018","2018-09","1.761"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","říjen 2018","2018-10","1.75"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","listopad 2018","2018-11","1.781"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","prosinec 2018","2018-12","1.824"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","leden 2019","2019-01","1.821"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","únor 2019","2019-02","1.723"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","březen 2019","2019-03","1.773"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","duben 2019","2019-04","1.783"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","květen 2019","2019-05","1.7"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","červen 2019","2019-06","1.683"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","červenec 2019","2019-07","1.601"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","srpen 2019","2019-08","1.59"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","září 2019","2019-09","1.643"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","říjen 2019","2019-10","1.753"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","listopad 2019","2019-11","1.849"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","prosinec 2019","2019-12","1.938"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","leden 2020","2020-01","1.864"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","únor 2020","2020-02","1.86"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","březen 2020","2020-03","1.881"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","duben 2020","2020-04","1.867"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","květen 2020","2020-05","1.8"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","červen 2020","2020-06","1.754"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","červenec 2020","2020-07","1.781"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","srpen 2020","2020-08","1.71"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","září 2020","2020-09","1.708"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","říjen 2020","2020-10","1.752"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","listopad 2020","2020-11","1.826"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","prosinec 2020","2020-12","1.876"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","leden 2021","2021-01","1.906"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","únor 2021","2021-02","1.892"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","březen 2021","2021-03","1.906"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","duben 2021","2021-04","1.911"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","květen 2021","2021-05","1.912"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","červen 2021","2021-06","1.845"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","červenec 2021","2021-07","1.719"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","srpen 2021","2021-08","1.689"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","září 2021","2021-09","1.728"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","říjen 2021","2021-10","1.837"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","listopad 2021","2021-11","1.898"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","prosinec 2021","2021-12","1.9"
"Z  Vejce slepičí konzumní tříděná [ks]","627707","Česko","CZ","leden 2022","2022-01","1.94"
